nomem_encr,gross income,net income,gross income med 2011-2020,gross income std 2011-2020,net income std 2011-2020,age,gender,got married,net income med 2011-2020,how many years first/next child (imp zero),how many years first/next child (imp neg),primary occupation (imp),gross income (imp),net income (imp),civil status (imp),level of education (imp),lives together with partner (imp),urban character (imp),dwelling type (imp),domestic situation (imp),how many years first/next child (imp),how many (more) children (imp),will have (more) children (imp),father birth year (imp),father death year (imp),mother birth year (imp),mother death year (imp),age when parents separated (imp),distance from parents (imp),live together with partner (imp),year relatioship start (imp),year cohabitation start (imp),married (imp),year married (imp),same partner from last year (imp),satisfied with being single (imp),relationship arguments - leisure (imp),relationship arguments - working (imp),childcare hours (imp),childcare expense (imp),children passed away (imp),number of children passed away (imp),household division - jobs (imp),ever contacted a politician(imp),income disparity opinion (imp),opinion - should marry for children (imp),opinion - single parent is acceptable (imp),opinion - divorce is acceptable (imp),number of days for leasure (imp),highest level of education (imp),religion gatherions attendance (imp),speak dutch with partner (imp),speak dutch with children (imp),car value (imp),property value (imp),enterpreneur (imp),pay parental contribution (imp),go to gynaecologist (imp),year last child (imp),num children (imp),how many years first/next child,how many (more) children,will have (more) children,live together with partner,married,same partner,satisfaction with being single,go to gynaecologist,origin (imp),occupation,gross income (imp),net income (imp),civil status,level of education,lives together with partner,urban character,dwelling type,domestic situation,partner has same sex,neuroticism,extraversion,agreableness,conscientiousness,openness,new_child
705001,3750.0,2720,4550.0,506.3451382402125,360.16996969584653,38,male,1,3387.0,0,-8,Has (partial) work disability,2050.0,1620,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1954,,1959,,,19295.0,yes,2016,2017,yes,2020,yes,,practically never,practically never,10,80,no,,I do a lot more than my partner,no,,fully disagree,disagree,agree,never,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always","yes, often/always",4000,190000,no,not applicable,no,2020,2,,,no,yes,yes,yes,,no,Dutch background,Has (partial) work disability,2050.0,1620,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.5140785546830606,-0.0947423271326354,-3.1870926293282187,-0.0380428645392054,-0.3290032345779662,0
708115,7185.12265481229,4950,7185.12265481229,995.9566485393218,514.0314482691938,39,female,0,4950.0,,,Paid employment,4285.12265481229,2750,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",,,I don't know,,,1954,,5,,yes,2007,2015,yes,2015,yes,,occasionally,occasionally,,,no,,my partner does more than I,no,differences in income should decrease,fully disagree,fully agree,agree,2 days per week,,once or a few times a year,"yes, often/always",not applicable,,450000,no,not applicable,no,,0,,,I don't know,yes,yes,yes,,no,"First generation foreign, Western background",Paid employment,4285.12265481229,2750,Married,"havo/vwo (higher secondary education/preparatory university education, US: senior high school)",Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,-1.050124543487965,0.7523049511756622,-0.4393066809729915,2.090712659651315,0.1011162522092053,0
718364,9000.0,6750,5800.0,1457.6502199447716,1140.2453333778024,31,female,1,4450.0,2,2,Paid employment,3600.0,2750,Married,wo (university),Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",2,1,yes,1951,,1957,,,44983.0,yes,2018,2019,yes,2019,yes,6,practically never,occasionally,,100,no,,we do roughly the same amount of work,no,,disagree,agree,agree,1 day per week,"MBO (intermediate professional education, US: junior college)",never,"yes, sometimes","yes, often/always",4000,,no,not applicable,no,2019,1,2,1,yes,yes,yes,yes,,no,Dutch background,Paid employment,3600.0,2750,Married,wo (university),Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,1.2879594302862103,0.6716752027161295,-0.7663706632363646,0.4279517588322078,0.3334198764085775,0
717586,0.0,0,291.637002488289,83.0829854775022,71.22123116119197,22,male,0,250.0,2,2,"Autonomous professional, freelancer, or self-employed",0.0,0,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Rental dwelling,Single,10,2,I don't know,1961,,1965,,18,,no,2017,,no,,,8,practically never,practically never,,,no,,,no,,fully disagree,fully agree,fully agree,less than 1 day a week,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",never,"yes, often/always",not applicable,,,no,not applicable,no,,0,,,I don't know,,,,8,no,Dutch background,"Autonomous professional, freelancer, or self-employed",0.0,0,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Extremely urban,Rental dwelling,Single,False,1.840582471474444,1.078213840252744,0.6991474413687732,0.041313816626387,0.3926634453080053,0
712997,3529.08228756011,3110,3529.08228756011,322.55095148174377,393.5473066588021,29,female,0,3110.0,0,-8,Paid employment,1907.0,1900,Separated,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",3,1,I don't know,1951,,1953,,,15995.0,yes,2009,2013,yes,2016,yes,6,occasionally,practically never,24,,no,,my partner does a lot more than I,no,differences in income should decrease,disagree,agree,neither agree nor disagree,2 days per week,,never,"yes, often/always","yes, often/always",10000,180000,no,yes,yes,2018,1,,,I don't know,,,,6,,Dutch background,Paid employment,1907.0,1900,Separated,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,1.1144801441867282,-0.903805600904611,-0.1249639423373743,-0.9462378121607776,-0.3676378344404309,0
700025,5246.25777028736,3908,4286.99204008017,459.6713685772388,457.47269526556994,20,female,0,2750.0,,,Performs unpaid work while retaining unemployment benefit,959.265730207194,758,Never been married,primary school,Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1968,,1968,,,0.0,,,,,,,,,,,,no,,,no,,neither agree nor disagree,agree,fully agree,never,"VMBO, LBO, MULO, ULO, MAVO (lower/intermediate secondary education, US: junior high school)",never,not applicable,not applicable,,,no,,no,,0,,,no,,,,,no,,Performs unpaid work while retaining unemployment benefit,959.265730207194,758,Never been married,primary school,Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.9464980829053592,-1.1559821484661128,1.6117540242385129,0.9996288112860058,-1.11556516256082,0
718642,3200.0,2250,2300.0,638.447807980426,466.13822328315325,29,male,0,1750.0,5,5,Paid employment,3200.0,2250,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,5,2,yes,1964,,1962,,,94301.0132978432,yes,2019,2020,no,,,7,practically never,occasionally,,,no,,,no,,fully disagree,neither agree nor disagree,agree,2 days per week,"MBO (intermediate professional education, US: junior college)",never,"yes, often/always",not applicable,,,no,not applicable,no,,0,5,2,yes,yes,no,,,no,Dutch background,Paid employment,3200.0,2250,Never been married,"hbo (higher vocational education, US: college)",No,Very urban,Rental dwelling,Single,False,1.4770036009038778,1.614382358752202,0.3174873188763266,-2.103917076544931,-0.539763518561183,0
719782,,,,,,26,male,0,,5,5,Paid employment,2260.0,1900,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",5,2,yes,1960,,1955,,,0.0,yes,2020,2020,no,,no,,practically never,occasionally,,,no,,,no,,neither agree nor disagree,agree,neither agree nor disagree,1 day per week,,never,"yes, often/always",not applicable,,,no,not applicable,no,,0,5,2,yes,yes,no,no,,,Dutch background,Paid employment,2260.0,1900,Never been married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,1.2525506739136327,0.0668494302335885,-0.3394964619316053,0.0004901775648643,1.219914513683558,0
724958,5600.0,4530,5500.0,1138.5894315862092,1030.847319272924,40,female,0,3300.0,,,"Autonomous professional, freelancer, or self-employed",3000.0,2500,Married,wo (university),Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1946,,1950,2016,,,yes,2000,2003,yes,2003,yes,,practically never,practically never,,,no,,my partner does more than I,yes,,agree,disagree,fully disagree,never,,more than once a week,"yes, often/always","yes, often/always",17000,575000,no,yes,no,2014,3,,,no,yes,yes,yes,,no,Dutch background,"Autonomous professional, freelancer, or self-employed",3000.0,2500,Married,wo (university),Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.1538124847658489,-0.9155085343064678,0.243890854349373,-0.0620343736252469,-0.0693154425559694,0
702626,,,,,,33,female,1,,,,Paid employment,,,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1957,,1958,,,122312.0,yes,2015,2015,yes,2016,yes,,occasionally,often,,960,no,,my partner does more than I,no,,agree,agree,neither agree nor disagree,never,,never,"yes, often/always","yes, often/always",-8,,no,not applicable,no,2017,1,,,no,yes,yes,yes,,no,Dutch background,Paid employment,,,Married,"hbo (higher vocational education, US: college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-0.4144795287099991,-0.8047645188710802,-0.895794163547852,0.6632981148844184,0.774460204212063,0
715053,4636.12221452691,3100,4956.17168245499,567.2753137809938,228.7491083903323,28,female,1,3300.0,0,-5,Takes care of the housekeeping,740.474493381911,600,Married,primary school,Yes,Not urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",1,1,no,1961,,1966,,17,,yes,2010,2011,yes,2018,yes,,practically never,practically never,24,770,no,,my partner does a lot more than I,no,,disagree,agree,agree,less than 1 day a week,,never,"yes, often/always","yes, often/always",1000,,no,not applicable,yes,2019,2,,,no,yes,yes,yes,,,Dutch background,Takes care of the housekeeping,740.474493381911,600,Married,primary school,Yes,Not urban,Rental dwelling,"(Un)married co-habitation, with child(ren)",False,-0.780357487837585,1.6857503909768383,0.544838942011976,-0.3619666184609511,0.2790243120284589,1
715155,1400.0,1150,550.0,294.1396198100981,233.01220137653337,23,female,0,500.0,10,10,Paid employment,1400.0,1150,Never been married,wo (university),No,Not urban,Rental dwelling,Single,10,3,yes,1959,,1964,,,,no,2020,,no,,,,practically never,practically never,,,no,,,no,,fully disagree,neither agree nor disagree,fully agree,2 days per week,,never,"yes, often/always",not applicable,750,,no,not applicable,no,,0,10,3,yes,no,no,,,no,Dutch background,Paid employment,1400.0,1150,Never been married,wo (university),No,Not urban,Rental dwelling,Single,False,-0.4215091106257022,1.9630738517870263,-0.5721578223884826,0.6041674795118451,-0.7210061419056991,0
730320,3446.11391341185,2250,3446.11391341185,0.0,0.0,25,female,0,2250.0,7,7,Attends school or is studying,0.0,0,Never been married,wo (university),Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",7,2,yes,1956,,1959,,,48609.0,yes,2018,2019,no,,yes,8,practically never,practically never,,,no,,my partner does more than I,no,,fully disagree,neither agree nor disagree,fully agree,1 day per week,university,never,"no, never",not applicable,,,no,,yes,,0,7,2,yes,yes,no,yes,,yes,Dutch background,Attends school or is studying,0.0,0,Never been married,wo (university),Yes,Extremely urban,Rental dwelling,"(Un)married co-habitation, without child(ren)",False,0.8089131733678134,-0.5412410526485835,1.957431063979096,1.080441321637127,-0.1539947198052251,0
709500,10000.0,6000,8300.0,681.416541049202,358.6609557220028,38,male,0,5600.0,0,-6,Paid employment,5000.0,3000,Married,wo (university),Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",2,1,I don't know,1933,2015,1939,2019,,,yes,2008,2009,yes,2013,yes,,practically never,practically never,16,1200,no,,we do roughly the same amount of work,no,,neither agree nor disagree,disagree,neither agree nor disagree,1 day per week,"HBO (higher professional education, US: college)",never,"yes, often/always","yes, often/always",20000,,no,not applicable,no,2018,2,,,I don't know,yes,yes,yes,,no,"Second generation foreign, Western background",Paid employment,5000.0,3000,Married,wo (university),Yes,Extremely urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,-1.5159703688551611,-0.5039586227627603,0.235159971243257,0.4597191449616513,0.8659720276607287,0
725935,4150.0,3000,4148.00959938078,73.78681702212019,67.38252028830655,40,male,0,3000.0,,,Paid employment,3300.0,2300,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",,,no,1948,,1952,,,0.0,yes,2002,2006,yes,2007,yes,,occasionally,occasionally,13,160,no,,my partner does more than I,no,,disagree,agree,agree,less than 1 day a week,university,never,"yes, often/always","yes, often/always",,245000,no,yes,no,2016,2,,,no,yes,yes,yes,,no,Dutch background,Paid employment,3300.0,2300,Married,"mbo (intermediate vocational education, US: junior college)",Yes,Not urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,0.6047395349905142,0.3536655716666855,-0.4141275017715218,-1.0220486631542387,-1.0688327985881307,0
700723,9295.0,7650,5950.0,1132.6348679135851,1008.7725964769928,19,female,0,4345.0,10,10,Paid employment,1900.0,1600,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",10,2,yes,1958,,1962,,,0.0,,,,,,,,,,,,no,,,no,,disagree,disagree,neither agree nor disagree,1 day per week,"MBO (intermediate professional education, US: junior college)",at least once a month,not applicable,not applicable,,,no,,no,,0,10,2,yes,,,,,no,Dutch background,Paid employment,1900.0,1600,Never been married,"mbo (intermediate vocational education, US: junior college)",Yes,Slightly urban,Self-owned dwelling,"(Un)married co-habitation, with child(ren)",False,1.750002019710612,0.5276459762709836,0.3630417267033807,-0.1764371677699285,-0.9008058826247578,0
720943,6120.55183938977,4025,6426.02999822226,552.00514284801,319.3156745291405,35,female,0,4250.0,0,-3,Paid employment,1766.07453055906,1275,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",2,2,yes,1964,,1964,,,,yes,2010,2013,no,,yes,,practically never,occasionally,,,no,,my partner does more than I,no,,fully disagree,agree,fully agree,1 day per week,"HBO (higher professional education, US: college)",never,"yes, often/always",not applicable,,,no,not applicable,yes,,0,,,,,,,,yes,"First generation foreign, Western background",Paid employment,1766.07453055906,1275,Never been married,wo (university),Yes,Very urban,Self-owned dwelling,"(Un)married co-habitation, without child(ren)",False,0.8410756910893675,-1.7418946296337283,1.7174366009221071,-0.0875978734539583,-1.700749276411143,1
704866,1850.0,1600,1900.0,3299.7453936226207,2276.5907726727014,26,female,0,1600.0,2,2,Paid employment,1850.0,1600,Never been married,"hbo (higher vocational education, US: college)",No,Moderately urban,Rental dwelling,Single,2,3,yes,1957,,1961,,,0.0,,,,,,,1,,,,,no,,,no,differences in income should decrease,fully disagree,neither agree nor disagree,agree,less than 1 day a week,"HBO (higher professional education, US: college)",once or a few times a year,not applicable,not applicable,,,no,not applicable,no,,0,2,3,yes,,,,1,no,Dutch background,Paid employment,1850.0,1600,Never been married,"hbo (higher vocational education, US: college)",No,Moderately urban,Rental dwelling,Single,False,0.8334995533316694,-0.3628996374004012,1.777213513513184,0.7020205057865014,0.7992045129390077,0
727645,1300.0,1050,1200.0,43.13654018770804,21.10272619483375,43,male,0,1001.0,1,1,Paid employment,1300.0,1050,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Very urban,Rental dwelling,Single,1,3,yes,,,,,,4910.9140697023,,,,,,,5,,,,,no,,,no,differences in income should decrease,disagree,fully agree,agree,less than 1 day a week,"HAVO / VWO (higher/pre-university secondary education, US: senior high school)",once or a few times a year,not applicable,"yes, often/always",,,no,yes,no,2014,1,1,3,yes,,,,5,no,Dutch background,Paid employment,1300.0,1050,Never been married,"mbo (intermediate vocational education, US: junior college)",No,Very urban,Rental dwelling,Single,False,-1.6810914043032437,1.3699944558628727,1.0131584437059034,0.9162931418438444,1.606048794324328,0
